"Hugo_Symbol"	"Frame_Shift_Del"	"Frame_Shift_Ins"	"In_Frame_Del"	"In_Frame_Ins"	"Missense_Mutation"	"Nonsense_Mutation"	"Nonstop_Mutation"	"Splice_Site"	"Translation_Start_Site"	"total"	"MutatedSamples"	"AlteredSamples"
"DAPK2"	0	0	0	0	1	0	0	0	0	1	1	1
"DARS2"	0	0	0	0	1	0	0	0	0	1	1	1
"DBNL"	0	0	0	0	1	0	0	0	0	1	1	1
"DCAF12"	0	0	0	0	0	1	0	0	0	1	1	1
"DCAF17"	0	0	0	0	1	0	0	0	0	1	1	1
"DCHS2"	0	0	0	0	1	0	0	0	0	1	1	1
"DCLK2"	0	0	0	0	1	0	0	0	0	1	1	1
"DCLRE1B"	0	0	0	0	1	0	0	0	0	1	1	1
"DCP1B"	0	0	0	0	0	1	0	0	0	1	1	1
"DCST1"	0	0	0	0	0	1	0	0	0	1	1	1
"DCTN5"	0	0	0	0	0	1	0	0	0	1	1	1
"DCTPP1"	0	0	0	0	1	0	0	0	0	1	1	1
"DDAH1"	0	0	0	0	0	0	0	1	0	1	1	1
"DDHD1"	0	0	0	0	1	0	0	0	0	1	1	1
"DDIAS"	0	0	0	0	0	1	0	0	0	1	1	1
"DDX43"	0	0	0	0	1	0	0	0	0	1	1	1
"DDX53"	0	0	0	0	1	0	0	0	0	1	1	1
"DEAF1"	0	0	0	0	1	0	0	0	0	1	1	1
"DENND1B"	0	0	0	0	1	0	0	0	0	1	1	1
"DENND4C"	0	0	0	0	0	1	0	0	0	1	1	1
"DHRS13"	0	0	0	0	1	0	0	0	0	1	1	1
"DHX30"	0	0	0	0	0	0	0	1	0	1	1	1
"DHX32"	0	0	0	0	1	0	0	0	0	1	1	1
"DHX58"	0	0	0	0	1	0	0	0	0	1	1	1
"DIABLO"	0	0	0	0	1	0	0	0	0	1	1	1
"DICER1"	0	0	0	0	1	0	0	0	0	1	1	1
"DIDO1"	0	0	0	0	1	0	0	0	0	1	1	1
"DIEXF"	0	0	0	0	1	0	0	0	0	1	1	1
"DIRAS2"	0	0	0	0	1	0	0	0	0	1	1	1
"DISP1"	0	0	0	0	1	0	0	0	0	1	1	1
"DLG5"	0	0	0	0	1	0	0	0	0	1	1	1
"DLGAP2"	0	0	0	0	1	0	0	0	0	1	1	1
"DLGAP5"	1	0	0	0	0	0	0	0	0	1	1	1
"DLX1"	0	0	0	0	1	0	0	0	0	1	1	1
"DMAP1"	0	0	0	0	0	0	0	1	0	1	1	1
"DMRTA2"	0	0	0	0	1	0	0	0	0	1	1	1
"DNAAF3"	0	0	0	0	1	0	0	0	0	1	1	1
"DNAAF5"	0	0	0	0	1	0	0	0	0	1	1	1
"DNAH10"	0	0	0	0	1	0	0	0	0	1	1	1
"DNAH11"	0	0	1	0	0	0	0	0	0	1	1	1
"DNAH12"	0	0	0	0	1	0	0	0	0	1	1	1
"DNAH14"	0	0	0	0	1	0	0	0	0	1	1	1
"DNAH17"	0	0	0	0	1	0	0	0	0	1	1	1
"DNAH2"	0	0	0	0	1	0	0	0	0	1	1	1
"DNAH3"	0	0	0	0	1	0	0	0	0	1	1	1
"DNAI2"	0	0	0	0	1	0	0	0	0	1	1	1
"DNAJA4"	0	0	0	0	1	0	0	0	0	1	1	1
"DNAJC14"	0	0	0	0	1	0	0	0	0	1	1	1
"DNAJC6"	0	0	0	0	0	1	0	0	0	1	1	1
"DNM3"	0	0	0	0	1	0	0	0	0	1	1	1
"DOCK11"	1	0	0	0	0	0	0	0	0	1	1	1
"DOCK2"	0	0	0	0	1	0	0	0	0	1	1	1
"DOCK6"	0	0	0	0	1	0	0	0	0	1	1	1
"DOK2"	0	0	0	0	1	0	0	0	0	1	1	1
"DOK3"	0	0	0	0	1	0	0	0	0	1	1	1
"DOPEY1"	0	0	0	0	0	1	0	0	0	1	1	1
"DPCR1"	0	0	0	0	1	0	0	0	0	1	1	1
"DPEP1"	0	0	0	0	1	0	0	0	0	1	1	1
"DPM1"	0	0	0	0	1	0	0	0	0	1	1	1
"DPP10"	0	0	0	0	0	0	0	1	0	1	1	1
"DPP8"	0	0	0	0	0	0	0	1	0	1	1	1
"DPY19L4"	0	0	0	0	1	0	0	0	0	1	1	1
"DRGX"	0	0	0	0	1	0	0	0	0	1	1	1
"DSCAML1"	0	0	0	0	1	0	0	0	0	1	1	1
"DSG4"	0	0	0	0	1	0	0	0	0	1	1	1
"DTX1"	0	0	0	0	1	0	0	0	0	1	1	1
"DUOX1"	0	0	0	0	1	0	0	0	0	1	1	1
"DUSP19"	0	0	0	0	1	0	0	0	0	1	1	1
"DUSP9"	0	0	0	0	1	0	0	0	0	1	1	1
"DYDC1"	0	0	0	0	1	0	0	0	0	1	1	1
"DYNC1I1"	0	0	0	0	1	0	0	0	0	1	1	1
"DYNC1LI1"	0	0	0	0	1	0	0	0	0	1	1	1
"DYSF"	0	0	0	0	1	0	0	0	0	1	1	1
"DZANK1"	0	0	0	0	1	0	0	0	0	1	1	1
"E2F1"	0	0	0	0	1	0	0	0	0	1	1	1
"ECM1"	0	0	0	0	1	0	0	0	0	1	1	1
"ECSIT"	0	0	0	0	1	0	0	0	0	1	1	1
"EDA"	0	0	0	0	1	0	0	0	0	1	1	1
"EDAR"	0	0	0	0	1	0	0	0	0	1	1	1
"EDC4"	0	0	0	0	1	0	0	0	0	1	1	1
"EED"	0	0	0	0	1	0	0	0	0	1	1	1
"EEF2"	0	0	0	0	1	0	0	0	0	1	1	1
"EEPD1"	0	0	0	0	1	0	0	0	0	1	1	1
"EFCAB14"	0	0	0	0	1	0	0	0	0	1	1	1
"EFCAB3"	0	0	0	0	0	0	0	0	1	1	1	1
"EFCAB5"	0	0	0	0	0	1	0	0	0	1	1	1
"EFHC1"	0	0	0	0	1	0	0	0	0	1	1	1
"EFNB1"	0	0	0	0	1	0	0	0	0	1	1	1
"EGFLAM"	0	0	0	0	1	0	0	0	0	1	1	1
"EGLN1"	0	0	0	0	1	0	0	0	0	1	1	1
"EHBP1"	0	0	0	0	1	0	0	0	0	1	1	1
"EIF2B1"	0	0	0	0	1	0	0	0	0	1	1	1
"EIF4A1"	0	0	0	0	1	0	0	0	0	1	1	1
"EIF4A2"	0	0	0	0	1	0	0	0	0	1	1	1
"EIF4A3"	0	0	0	0	1	0	0	0	0	1	1	1
"ELFN2"	0	0	0	0	1	0	0	0	0	1	1	1
"ELL"	0	0	0	0	1	0	0	0	0	1	1	1
"ELMO1"	0	0	0	0	1	0	0	0	0	1	1	1
"ELOVL3"	0	0	0	0	1	0	0	0	0	1	1	1
"ELP2"	0	0	0	0	1	0	0	0	0	1	1	1
"ELP5"	0	0	0	0	1	0	0	0	0	1	1	1
"ELP6"	0	0	0	0	1	0	0	0	0	1	1	1
"EMILIN2"	0	0	0	0	1	0	0	0	0	1	1	1
"ENAM"	0	0	0	0	1	0	0	0	0	1	1	1
"ENG"	0	0	0	0	1	0	0	0	0	1	1	1
"ENTHD1"	0	0	0	0	1	0	0	0	0	1	1	1
"EP300"	0	1	0	0	0	0	0	0	0	1	1	1
"EPC1"	0	0	0	0	0	1	0	0	0	1	1	1
"EPC2"	0	0	0	0	0	1	0	0	0	1	1	1
"EPG5"	0	0	0	0	0	1	0	0	0	1	1	1
"EPHA10"	0	0	0	0	1	0	0	0	0	1	1	1
"EPHA5"	0	0	0	0	1	0	0	0	0	1	1	1
"EPS15"	0	0	0	0	1	0	0	0	0	1	1	1
"EPS15L1"	0	0	0	0	1	0	0	0	0	1	1	1
"EPS8L3"	0	0	0	0	1	0	0	0	0	1	1	1
"ERBB2"	0	0	0	0	1	0	0	0	0	1	1	1
"ERCC3"	0	0	0	0	1	0	0	0	0	1	1	1
"ERF"	0	0	0	0	1	0	0	0	0	1	1	1
"ERICH2"	0	0	0	0	1	0	0	0	0	1	1	1
"ERN1"	0	0	0	0	1	0	0	0	0	1	1	1
"ERVMER34-1"	0	0	0	0	1	0	0	0	0	1	1	1
"ERVV-1"	0	0	0	0	1	0	0	0	0	1	1	1
"ESR1"	0	0	0	0	1	0	0	0	0	1	1	1
"ESRP1"	0	0	0	0	1	0	0	0	0	1	1	1
"ESRP2"	0	0	0	0	1	0	0	0	0	1	1	1
"ESRRG"	0	0	0	0	1	0	0	0	0	1	1	1
"ESYT1"	0	0	0	0	1	0	0	0	0	1	1	1
"ETFDH"	0	0	0	0	1	0	0	0	0	1	1	1
"EVI2B"	0	0	0	0	1	0	0	0	0	1	1	1
"EVX1"	0	0	0	0	1	0	0	0	0	1	1	1
"EWSR1"	0	0	0	0	1	0	0	0	0	1	1	1
"EXOC3"	0	0	0	0	1	0	0	0	0	1	1	1
"EXOC4"	0	0	0	0	1	0	0	0	0	1	1	1
"EXOG"	0	0	0	0	1	0	0	0	0	1	1	1
"EXOSC4"	0	0	0	0	1	0	0	0	0	1	1	1
"EXT2"	0	0	0	0	1	0	0	0	0	1	1	1
"EYA2"	0	0	0	0	1	0	0	0	0	1	1	1
"EYA4"	0	0	0	0	0	0	0	1	0	1	1	1
"EZR"	0	0	0	0	1	0	0	0	0	1	1	1
"F8"	0	0	0	0	0	1	0	0	0	1	1	1
"FA2H"	0	0	0	0	1	0	0	0	0	1	1	1
"FABP4"	0	0	0	0	1	0	0	0	0	1	1	1
"FADS1"	0	0	0	0	1	0	0	0	0	1	1	1
"FAF2"	0	0	0	0	1	0	0	0	0	1	1	1
"FAHD2B"	0	0	0	0	0	1	0	0	0	1	1	1
"FAIM3"	1	0	0	0	0	0	0	0	0	1	1	1
"FAM107B"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM111A"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM114A2"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM117B"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM120A"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM120C"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM129C"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM13A"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM149B1"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM150B"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM151A"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM167A"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM171A1"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM171B"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM175A"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM179B"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM182B"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM189B"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM208A"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM212A"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM217B"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM229B"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM47A"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM69C"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM71A"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM71B"	0	0	0	0	0	1	0	0	0	1	1	1
"FAM84A"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM86B1"	0	0	0	0	1	0	0	0	0	1	1	1
"FAM98B"	0	0	0	0	1	0	0	0	0	1	1	1
"FANCB"	0	0	0	0	0	1	0	0	0	1	1	1
"FANCC"	0	0	0	0	1	0	0	0	0	1	1	1
"FANCD2"	0	0	0	0	1	0	0	0	0	1	1	1
"FAP"	0	0	0	0	1	0	0	0	0	1	1	1
"FARS2"	0	0	0	0	1	0	0	0	0	1	1	1
"FASLG"	0	0	0	0	1	0	0	0	0	1	1	1
"FAXC"	0	0	0	0	1	0	0	0	0	1	1	1
"FBXL13"	0	0	0	0	1	0	0	0	0	1	1	1
"FBXO11"	0	0	0	0	1	0	0	0	0	1	1	1
"FBXO38"	0	0	0	0	1	0	0	0	0	1	1	1
"FBXO4"	0	0	0	0	0	1	0	0	0	1	1	1
"FBXO9"	0	0	0	0	1	0	0	0	0	1	1	1
"FCHO2"	0	0	0	0	0	1	0	0	0	1	1	1
"FCHSD1"	0	0	0	0	0	1	0	0	0	1	1	1
"FCRL4"	0	0	0	0	1	0	0	0	0	1	1	1
"FER1L5"	0	0	0	0	1	0	0	0	0	1	1	1
"FGD2"	0	0	0	0	1	0	0	0	0	1	1	1
"FGFR1"	0	0	0	0	1	0	0	0	0	1	1	1
"FGFR2"	0	0	0	0	1	0	0	0	0	1	1	1
"FHAD1"	0	0	0	0	1	0	0	0	0	1	1	1
"FHL1"	0	0	0	0	1	0	0	0	0	1	1	1
"FHL5"	0	0	0	0	1	0	0	0	0	1	1	1
"FIBIN"	0	0	0	0	1	0	0	0	0	1	1	1
"FIGN"	0	0	0	0	1	0	0	0	0	1	1	1
"FILIP1"	0	0	0	0	1	0	0	0	0	1	1	1
"FKBP15"	0	0	1	0	0	0	0	0	0	1	1	1
"FLAD1"	0	0	0	0	1	0	0	0	0	1	1	1
"FLG"	0	0	0	0	1	0	0	0	0	1	1	1
"FLNA"	0	0	0	0	1	0	0	0	0	1	1	1
"FLNB"	0	0	0	0	1	0	0	0	0	1	1	1
"FLNC"	0	0	0	0	1	0	0	0	0	1	1	1
"FLRT3"	0	0	0	0	0	1	0	0	0	1	1	1
"FMN2"	0	0	0	0	1	0	0	0	0	1	1	1
"FMNL3"	0	0	0	0	1	0	0	0	0	1	1	1
"FNBP4"	0	0	0	0	1	0	0	0	0	1	1	1
"FNDC1"	0	0	0	0	1	0	0	0	0	1	1	1
"FOSL1"	0	0	0	0	1	0	0	0	0	1	1	1
"FOXI2"	0	0	0	0	1	0	0	0	0	1	1	1
"FOXO4"	0	0	0	0	1	0	0	0	0	1	1	1
"FOXP4"	0	0	0	0	0	1	0	0	0	1	1	1
"FPGS"	0	0	0	0	1	0	0	0	0	1	1	1
"FPGT-TNNI3K"	0	0	0	0	1	0	0	0	0	1	1	1
"FREM1"	0	0	0	0	1	0	0	0	0	1	1	1
"FRG2C"	0	0	0	0	1	0	0	0	0	1	1	1
"FRMD4A"	0	0	0	0	1	0	0	0	0	1	1	1
"FRMD5"	0	0	0	0	1	0	0	0	0	1	1	1
"FRMD6"	0	0	0	0	1	0	0	0	0	1	1	1
"FRMD7"	0	0	0	0	1	0	0	0	0	1	1	1
"FRMPD3"	0	0	0	0	0	1	0	0	0	1	1	1
"FRY"	1	0	0	0	0	0	0	0	0	1	1	1
"FSCN2"	0	0	0	0	1	0	0	0	0	1	1	1
"FSTL5"	0	0	0	0	1	0	0	0	0	1	1	1
"FTO"	0	0	0	0	1	0	0	0	0	1	1	1
"FTSJ3"	0	0	0	0	1	0	0	0	0	1	1	1
"FUBP1"	0	0	0	0	1	0	0	0	0	1	1	1
"FUCA1"	0	0	0	0	1	0	0	0	0	1	1	1
"FURIN"	0	0	0	0	1	0	0	0	0	1	1	1
"FZD2"	0	0	0	0	1	0	0	0	0	1	1	1
"FZD5"	0	0	0	0	1	0	0	0	0	1	1	1
"GAB1"	0	0	0	0	1	0	0	0	0	1	1	1
"GABBR2"	0	0	0	0	0	1	0	0	0	1	1	1
"GABPB1"	0	0	0	0	0	1	0	0	0	1	1	1
"GABRA6"	0	0	0	0	1	0	0	0	0	1	1	1
"GAD1"	1	0	0	0	0	0	0	0	0	1	1	1
"GAD2"	0	0	0	0	0	1	0	0	0	1	1	1
"GAGE10"	0	0	0	0	1	0	0	0	0	1	1	1
"GALNT10"	0	0	0	0	1	0	0	0	0	1	1	1
"GALNT11"	0	0	0	0	1	0	0	0	0	1	1	1
"GALNT14"	0	0	0	0	1	0	0	0	0	1	1	1
"GALNT5"	0	0	0	0	1	0	0	0	0	1	1	1
"GALNTL5"	0	0	0	0	1	0	0	0	0	1	1	1
"GALR1"	0	0	0	0	0	1	0	0	0	1	1	1
"GANC"	0	0	0	0	1	0	0	0	0	1	1	1
"GAPT"	0	0	0	0	1	0	0	0	0	1	1	1
"GAREM"	0	0	0	0	1	0	0	0	0	1	1	1
"GAS2"	0	0	0	0	1	0	0	0	0	1	1	1
"GAS2L1"	0	0	0	0	1	0	0	0	0	1	1	1
"GAS7"	0	0	0	0	1	0	0	0	0	1	1	1
"GATA2"	0	0	0	0	1	0	0	0	0	1	1	1
"GBP3"	0	0	0	0	1	0	0	0	0	1	1	1
"GBP4"	0	0	0	0	1	0	0	0	0	1	1	1
"GCC2"	0	0	0	0	1	0	0	0	0	1	1	1
"GDF10"	0	0	0	0	1	0	0	0	0	1	1	1
"GDF11"	0	0	0	0	1	0	0	0	0	1	1	1
"GDF9"	0	0	0	0	1	0	0	0	0	1	1	1
"GDPD1"	0	0	0	0	1	0	0	0	0	1	1	1
"GDPD5"	0	0	0	0	1	0	0	0	0	1	1	1
"GDPGP1"	0	0	0	0	1	0	0	0	0	1	1	1
"GFM2"	0	0	0	0	1	0	0	0	0	1	1	1
"GGH"	0	0	0	0	1	0	0	0	0	1	1	1
"GGT5"	0	0	0	0	1	0	0	0	0	1	1	1
"GIMAP2"	0	0	0	0	1	0	0	0	0	1	1	1
"GINS3"	0	0	0	0	1	0	0	0	0	1	1	1
"GINS4"	0	0	0	0	1	0	0	0	0	1	1	1
"GIPC2"	0	0	0	0	0	0	0	1	0	1	1	1
"GJA4"	0	0	0	0	1	0	0	0	0	1	1	1
"GJB2"	0	0	0	0	1	0	0	0	0	1	1	1
"GLRB"	0	0	0	0	1	0	0	0	0	1	1	1
"GNAI2"	0	0	0	0	1	0	0	0	0	1	1	1
"GNL1"	0	0	0	0	1	0	0	0	0	1	1	1
"GNPTAB"	0	0	0	0	1	0	0	0	0	1	1	1
"GOLGA3"	0	0	0	0	1	0	0	0	0	1	1	1
"GOLGB1"	0	0	0	0	0	1	0	0	0	1	1	1
"GORAB"	0	0	0	0	1	0	0	0	0	1	1	1
"GPC5"	0	0	0	0	1	0	0	0	0	1	1	1
"GPR108"	0	0	0	0	0	1	0	0	0	1	1	1
"GPR143"	0	0	0	0	1	0	0	0	0	1	1	1
"GPR179"	0	0	0	0	1	0	0	0	0	1	1	1
"GPR32"	0	0	0	0	1	0	0	0	0	1	1	1
"GPRASP1"	0	0	0	0	1	0	0	0	0	1	1	1
"GPX8"	0	0	0	0	1	0	0	0	0	1	1	1
"GRAMD1A"	0	0	0	0	1	0	0	0	0	1	1	1
"GRB14"	0	0	0	0	1	0	0	0	0	1	1	1
"GRIA1"	1	0	0	0	0	0	0	0	0	1	1	1
"GRIA3"	0	0	0	0	1	0	0	0	0	1	1	1
"GRID2IP"	0	0	0	0	1	0	0	0	0	1	1	1
"GRIK1"	0	0	0	0	1	0	0	0	0	1	1	1
"GRIK3"	0	0	0	0	1	0	0	0	0	1	1	1
"GRIN2B"	0	0	0	0	1	0	0	0	0	1	1	1
"GRIN3B"	0	0	0	0	1	0	0	0	0	1	1	1
"GRM1"	0	0	0	0	1	0	0	0	0	1	1	1
"GRM8"	0	0	0	0	1	0	0	0	0	1	1	1
"GRPEL2"	1	0	0	0	0	0	0	0	0	1	1	1
"GTF2H3"	0	0	0	0	1	0	0	0	0	1	1	1
"GTF2IRD1"	0	0	0	0	0	0	0	1	0	1	1	1
"GTF3C3"	0	0	0	0	0	1	0	0	0	1	1	1
"GTSF1L"	0	0	0	0	0	1	0	0	0	1	1	1
"GUF1"	0	0	0	0	1	0	0	0	0	1	1	1
"GYG1"	0	0	0	0	0	1	0	0	0	1	1	1
"GYG2"	0	0	0	0	1	0	0	0	0	1	1	1
"GYPE"	0	0	0	0	1	0	0	0	0	1	1	1
"GYS2"	0	0	0	0	1	0	0	0	0	1	1	1
"GZMH"	0	0	0	0	1	0	0	0	0	1	1	1
"H2AFZ"	0	0	0	0	1	0	0	0	0	1	1	1
"H2BFWT"	0	0	0	0	0	1	0	0	0	1	1	1
"HACL1"	0	0	0	0	1	0	0	0	0	1	1	1
"HAS2"	0	0	0	0	1	0	0	0	0	1	1	1
"HAUS4"	0	0	0	0	1	0	0	0	0	1	1	1
"HAX1"	0	0	0	0	1	0	0	0	0	1	1	1
"HBP1"	0	0	0	0	1	0	0	0	0	1	1	1
"HCFC1"	0	0	0	0	0	0	0	1	0	1	1	1
"HCFC1R1"	0	0	0	0	1	0	0	0	0	1	1	1
"HCFC2"	0	0	0	0	1	0	0	0	0	1	1	1
"HCRTR1"	0	0	0	0	1	0	0	0	0	1	1	1
"HDAC4"	0	0	0	0	1	0	0	0	0	1	1	1
"HDX"	0	0	0	0	1	0	0	0	0	1	1	1
"HEATR4"	1	0	0	0	0	0	0	0	0	1	1	1
"HEATR5A"	0	0	0	0	1	0	0	0	0	1	1	1
"HEATR5B"	0	0	0	0	1	0	0	0	0	1	1	1
"HEATR9"	0	0	0	0	1	0	0	0	0	1	1	1
"HECTD4"	0	0	0	0	1	0	0	0	0	1	1	1
"HECW2"	0	0	0	0	1	0	0	0	0	1	1	1
"HELT"	0	0	0	0	1	0	0	0	0	1	1	1
"HELZ"	0	0	0	0	0	0	0	1	0	1	1	1
"HEPHL1"	0	0	0	0	1	0	0	0	0	1	1	1
"HERC1"	0	0	0	0	0	1	0	0	0	1	1	1
"HERC5"	0	0	0	0	0	1	0	0	0	1	1	1
"HEYL"	0	0	0	0	0	1	0	0	0	1	1	1
"HGSNAT"	0	0	0	0	1	0	0	0	0	1	1	1
"HHLA2"	0	0	0	0	1	0	0	0	0	1	1	1
"HIBADH"	0	0	0	0	1	0	0	0	0	1	1	1
"HIF3A"	0	0	0	0	1	0	0	0	0	1	1	1
"HIPK1"	0	0	0	0	1	0	0	0	0	1	1	1
"HIPK4"	0	0	0	0	1	0	0	0	0	1	1	1
"HIST1H1C"	0	0	0	0	1	0	0	0	0	1	1	1
"HIST1H2AD"	0	0	0	0	1	0	0	0	0	1	1	1
"HIST1H2AK"	0	1	0	0	0	0	0	0	0	1	1	1
"HIST1H2AL"	0	0	0	0	1	0	0	0	0	1	1	1
"HIST1H2BC"	0	0	0	0	1	0	0	0	0	1	1	1
"HIST1H2BH"	0	0	0	0	1	0	0	0	0	1	1	1
"HIST1H2BK"	0	0	0	0	1	0	0	0	0	1	1	1
"HIST1H2BL"	0	0	0	0	1	0	0	0	0	1	1	1
"HIST2H3D"	0	0	0	0	0	1	0	0	0	1	1	1
"HIVEP1"	0	0	0	0	0	1	0	0	0	1	1	1
"HKDC1"	0	0	0	0	1	0	0	0	0	1	1	1
"HLF"	0	0	0	0	1	0	0	0	0	1	1	1
"HMG20B"	0	0	0	0	1	0	0	0	0	1	1	1
"HMGB2"	0	0	0	0	1	0	0	0	0	1	1	1
"HMGCS1"	0	0	0	0	1	0	0	0	0	1	1	1
"HMHA1"	0	0	0	0	0	1	0	0	0	1	1	1
"HMOX1"	0	0	0	0	1	0	0	0	0	1	1	1
"HNRNPA1"	0	0	0	0	1	0	0	0	0	1	1	1
"HNRNPA3"	0	0	0	0	0	1	0	0	0	1	1	1
"HNRNPDL"	0	0	0	0	1	0	0	0	0	1	1	1
"HNRNPUL2"	0	0	0	0	1	0	0	0	0	1	1	1
"HOOK1"	0	0	0	0	1	0	0	0	0	1	1	1
"HOOK3"	0	0	0	0	1	0	0	0	0	1	1	1
"HOXB6"	0	0	0	0	0	1	0	0	0	1	1	1
"HOXB9"	0	0	0	0	1	0	0	0	0	1	1	1
"HOXC13"	0	0	0	0	0	0	0	0	1	1	1	1
"HPS3"	0	0	0	0	1	0	0	0	0	1	1	1
"HPS4"	0	0	0	0	0	1	0	0	0	1	1	1
"HRNR"	0	0	0	0	1	0	0	0	0	1	1	1
"HS3ST3A1"	0	0	0	0	1	0	0	0	0	1	1	1
"HS6ST2"	0	0	0	0	1	0	0	0	0	1	1	1
"HSF2"	0	0	0	0	0	1	0	0	0	1	1	1
"HSP90AA1"	0	1	0	0	0	0	0	0	0	1	1	1
"HSP90B1"	0	0	0	0	0	0	0	1	0	1	1	1
"HSPBAP1"	0	0	0	0	1	0	0	0	0	1	1	1
"HTR3E"	0	0	0	0	1	0	0	0	0	1	1	1
"HTR5A"	0	0	0	0	1	0	0	0	0	1	1	1
"HTT"	0	0	0	0	1	0	0	0	0	1	1	1
"HYOU1"	0	0	0	0	1	0	0	0	0	1	1	1
"ICE1"	0	0	0	0	1	0	0	0	0	1	1	1
"ICK"	0	0	0	0	1	0	0	0	0	1	1	1
"ID2"	0	0	0	0	1	0	0	0	0	1	1	1
"IDE"	0	0	0	0	1	0	0	0	0	1	1	1
"IFFO1"	0	0	0	0	1	0	0	0	0	1	1	1
"IFIH1"	0	0	0	0	1	0	0	0	0	1	1	1
"IFIT3"	0	0	0	0	0	1	0	0	0	1	1	1
"IFNA13"	0	0	0	0	1	0	0	0	0	1	1	1
"IFNAR2"	0	0	0	0	1	0	0	0	0	1	1	1
"IFNGR1"	0	0	0	0	0	1	0	0	0	1	1	1
"IFT140"	0	0	0	0	1	0	0	0	0	1	1	1
"IFT52"	0	0	0	0	1	0	0	0	0	1	1	1
"IGDCC3"	0	0	0	0	1	0	0	0	0	1	1	1
"IGF1R"	0	0	0	0	1	0	0	0	0	1	1	1
"IGFN1"	0	0	0	0	1	0	0	0	0	1	1	1
"IGHV1-24"	0	0	0	0	1	0	0	0	0	1	1	1
"IGKV1D-16"	0	0	0	0	1	0	0	0	0	1	1	1
"IGLV3-12"	0	0	0	0	1	0	0	0	0	1	1	1
"IGSF10"	0	0	0	0	1	0	0	0	0	1	1	1
